Id,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Age_Bin,Tenure_Bin,Predicted_Probability,Persona_Flag,Segment,rank,Percentile,Campaign_Target_Flag
5735,Master,Single,90638.0,0,0,29,1156.0,123.0,687.0999999999995,94.0,126.0,96.0,1.0,3.0,4.0,10,1.0,0,0,18-24,7-12,0.8976147642749427,True,High,82.0,0.03660714285714286,True
5350,Master,Single,90638.0,0,0,29,1156.0,123.0,687.0999999999995,94.0,126.0,96.0,1.0,3.0,4.0,10,1.0,1,0,18-24,7-12,0.8976147642749427,True,High,83.0,0.03705357142857143,True
7725,Unknown,Married,76800.0,0,0,33,173.0,26.0,255.0,35.0,71.0,81.0,1.0,4.0,4.0,7,1.0,0,0,45-54,0-6,0.17437230655589925,False,Low,1637.0,0.7308035714285714,False
9624,PhD,Married,65488.0,0,0,46,603.0,45.0,207.0,36.0,18.0,54.0,1.0,3.0,4.0,6,1.0,0,0,55-64,0-6,0.30618658027174805,False,Low,1231.0,0.5495535714285714,False
6637,Graduation,Single,66951.0,0,0,46,277.0,123.0,305.0,168.04999999999973,76.0,124.0,1.0,3.0,4.0,7,1.0,0,0,25-34,19-24,0.7835709067281021,True,High,241.0,0.10758928571428572,True
3075,PhD,Married,59973.0,0,0,47,130.0,30.0,168.0,20.0,34.0,0.0,1.0,3.0,4.0,7,1.0,0,0,35-44,13-18,0.3373284170062922,False,Low,1145.0,0.5111607142857143,False
9308,Graduation,Married,62820.0,0,0,51,398.0,61.0,265.0,168.04999999999973,61.0,53.0,1.0,3.0,4.0,6,1.0,0,0,55-64,13-18,0.27872149746176167,False,Low,1328.0,0.5928571428571429,False
544,Graduation,Married,62820.0,0,0,51,398.0,61.0,265.0,168.04999999999973,61.0,53.0,1.0,3.0,4.0,6,1.0,0,0,55-64,13-18,0.27872149746176167,False,Low,1329.0,0.5933035714285714,False
3560,Graduation,Married,83844.0,0,0,57,901.0,31.0,345.0,75.0,31.0,165.04999999999973,1.0,4.0,4.0,11,1.0,0,0,55-64,7-12,0.24201611233492032,False,Low,1430.0,0.6383928571428571,False
241,Graduation,Married,83844.0,0,0,57,901.0,31.0,345.0,75.0,31.0,165.04999999999973,1.0,4.0,4.0,11,1.0,0,0,55-64,7-12,0.24201611233492032,False,Low,1431.0,0.6388392857142857,False
7521,Graduation,Married,83844.0,0,0,57,901.0,31.0,345.0,75.0,31.0,165.04999999999973,1.0,4.0,4.0,11,1.0,0,0,55-64,7-12,0.24201611233492032,False,Low,1432.0,0.6392857142857142,False
7192,Graduation,Married,65748.0,0,1,58,172.0,73.0,93.0,95.0,78.0,34.0,2.0,2.0,4.0,10,1.0,0,1,55-64,19-24,0.16762077177139456,False,Low,1664.0,0.7428571428571429,False
3434,Graduation,Single,80872.0,0,0,60,483.0,72.0,687.0999999999995,94.0,12.0,108.0,1.0,4.0,4.0,10,1.0,0,0,55-64,0-6,0.4574106379118525,False,Low,816.0,0.36428571428571427,True
10424,Graduation,Single,75922.0,0,0,60,265.0,123.0,553.0,168.04999999999973,23.0,92.0,1.0,4.0,4.0,9,1.0,0,0,45-54,13-18,0.5749357528440213,True,Medium,573.0,0.2558035714285714,True
2730,Graduation,Single,80317.0,0,0,64,536.0,11.0,387.0,168.04999999999973,126.0,57.0,1.0,3.0,4.0,10,1.0,0,0,55-64,13-18,0.5014278472138072,False,Low,720.0,0.32142857142857145,True
2995,Master,Married,66636.0,0,0,64,291.0,10.0,687.0999999999995,84.0,10.0,0.0,1.0,3.0,4.0,9,1.0,0,0,55-64,13-18,0.2772239413082561,False,Low,1334.0,0.5955357142857143,False
0,Graduation,Married,70951.0,0,0,66,239.0,10.0,554.0,168.04999999999973,126.0,54.0,1.0,3.0,4.0,9,1.0,0,0,25-34,19-24,0.4602438019172548,False,Low,805.0,0.359375,True
2611,Master,Married,82576.0,0,0,66,1206.0,55.0,445.0,168.04999999999973,18.0,18.0,1.0,2.0,4.0,12,1.0,0,0,55-64,25-36,0.7855891410521179,True,High,239.0,0.10669642857142857,True
2410,Graduation,Single,81657.0,0,0,69,364.0,40.0,425.0,168.04999999999973,60.0,50.0,1.0,3.0,4.0,8,1.0,0,0,45-54,7-12,0.314403748423438,False,Low,1208.0,0.5392857142857143,False
1371,Graduation,Single,79941.0,0,0,72,123.0,123.0,266.0,168.04999999999973,30.0,165.04999999999973,1.0,2.0,4.0,9,1.0,0,0,35-44,0-6,0.30260971278705723,False,Low,1245.0,0.5558035714285714,False
7972,Graduation,Single,72906.0,0,0,79,400.0,32.0,519.0,71.0,75.0,54.0,1.0,3.0,4.0,9,1.0,0,0,55-64,13-18,0.3590622378771235,False,Low,1088.0,0.4857142857142857,False
3194,PhD,Single,71466.0,0,0,86,412.0,12.0,546.0,78.0,126.0,0.0,1.0,4.0,4.0,10,1.0,0,0,35-44,7-12,0.376019228806686,False,Low,1021.0,0.4558035714285714,False
5798,Master,Married,51381.5,0,0,87,445.0,37.0,359.0,98.0,28.0,18.0,1.0,2.0,4.0,8,1.0,0,0,35-44,13-18,0.20768465065163527,False,Low,1532.0,0.6839285714285714,False
1491,Unknown,Married,71488.0,0,0,87,162.0,33.0,124.0,40.0,28.0,165.04999999999973,2.0,3.0,4.0,7,1.0,0,0,45-54,19-24,0.075937548717184,False,Low,2001.0,0.8933035714285714,False
3762,PhD,Single,69867.0,0,0,30,196.0,0.0,512.0,33.0,126.0,54.0,1.0,3.0,5.0,8,1.0,1,0,25-34,19-24,0.8902121993636352,True,High,91.0,0.040625,True
10129,Graduation,Married,82427.0,0,0,35,482.0,123.0,509.0,104.0,126.0,107.0,1.0,3.0,5.0,12,1.0,0,0,45-54,0-6,0.4510277151202837,False,Low,834.0,0.3723214285714286,True
10767,PhD,Married,77845.0,0,0,40,760.0,40.0,480.0,0.0,40.0,26.0,1.0,3.0,5.0,12,1.0,0,0,25-34,7-12,0.6186622395629334,True,Medium,502.0,0.22410714285714287,True
2075,Graduation,Married,72460.0,0,0,56,377.0,10.0,540.0,80.0,30.0,10.0,1.0,3.0,5.0,7,1.0,0,0,45-54,13-18,0.3138082655868952,False,Low,1210.0,0.5401785714285714,False
5796,Graduation,Married,77437.0,0,0,70,560.0,21.0,442.0,29.0,44.0,29.0,1.0,4.0,5.0,13,1.0,0,0,45-54,7-12,0.1460780796001361,False,Low,1738.0,0.7758928571428572,False
5545,PhD,Married,78075.0,0,0,72,572.0,8.0,259.0,34.0,35.0,80.0,1.0,3.0,5.0,5,1.0,0,0,35-44,7-12,0.21063437894922096,False,Low,1522.0,0.6794642857142857,False
6303,PhD,Married,91820.0,0,0,72,410.0,73.0,687.0999999999995,76.0,126.0,30.0,0.0,5.0,5.0,12,1.0,0,0,25-34,13-18,0.5841933692357562,True,Medium,558.0,0.24910714285714286,True
7106,PhD,Married,75865.0,0,0,73,483.0,0.0,687.0999999999995,168.04999999999973,0.0,12.0,1.0,3.0,5.0,10,1.0,0,0,65+,7-12,0.2906458654816639,False,Low,1281.0,0.571875,False
5250,Master,Widow,51381.5,0,0,75,532.0,123.0,490.0,168.04999999999973,126.0,126.0,1.0,5.0,5.0,11,1.0,1,0,65+,13-18,0.6722333125664763,True,Medium,415.0,0.18526785714285715,True
6963,Graduation,Single,77457.0,0,0,85,675.0,11.0,400.0,15.0,45.0,11.0,1.0,2.0,5.0,10,1.0,0,0,65+,7-12,0.2633192951490036,False,Low,1370.0,0.6116071428571429,False
1137,Graduation,Single,81246.0,0,0,87,398.0,123.0,537.0,61.0,126.0,37.0,1.0,4.0,5.0,7,1.0,0,0,45-54,7-12,0.25525440142988814,False,Low,1392.0,0.6214285714285714,False
9298,PhD,Married,81574.0,0,0,89,1000.0,0.0,465.0,46.0,35.0,0.0,1.0,4.0,5.0,8,1.0,0,0,65+,7-12,0.24942220706352292,False,Low,1403.0,0.6263392857142858,False
2079,Unknown,Married,81044.0,0,0,0,450.0,26.0,535.0,73.0,126.0,26.0,1.0,5.0,6.0,10,1.0,0,0,65+,7-12,0.512708772332578,False,Low,692.0,0.30892857142857144,True
10530,PhD,Widow,67786.0,0,0,0,431.0,123.0,441.0,80.0,20.0,102.0,1.0,3.0,6.0,6,1.0,1,0,55-64,13-18,0.905045162257651,True,High,75.0,0.033482142857142856,True
1619,Graduation,Married,90369.0,0,0,2,292.0,51.0,687.0999999999995,168.04999999999973,23.0,17.0,1.0,4.0,6.0,6,1.0,1,0,55-64,7-12,0.5057523198631579,False,Low,704.0,0.3142857142857143,True
5332,Unknown,Married,82504.0,0,0,2,362.0,50.0,431.0,168.04999999999973,35.0,54.0,1.0,3.0,6.0,7,1.0,0,0,55-64,13-18,0.529109809066774,False,Low,662.0,0.2955357142857143,True
8318,Graduation,Married,90300.0,0,0,7,594.0,123.0,687.0999999999995,33.0,126.0,57.0,0.0,5.0,6.0,8,1.0,0,0,35-44,7-12,0.6756745550438478,True,Medium,407.0,0.18169642857142856,True
6853,Master,Single,75777.0,0,0,12,712.0,26.0,538.0,69.0,13.0,80.0,1.0,3.0,6.0,11,1.0,1,0,25-34,19-24,0.9503633825929352,True,High,19.0,0.008482142857142856,True
7366,Master,Single,75777.0,0,0,12,712.0,26.0,538.0,69.0,13.0,80.0,1.0,3.0,6.0,11,1.0,1,0,25-34,19-24,0.9503633825929352,True,High,20.0,0.008928571428571428,True
1577,Graduation,Married,78569.0,0,0,14,558.0,79.0,687.0999999999995,168.04999999999973,126.0,95.0,1.0,4.0,6.0,4,1.0,1,0,65+,7-12,0.660389347298389,True,Medium,439.0,0.19598214285714285,True
6521,Graduation,Married,77972.0,0,0,18,613.0,22.0,319.0,33.0,126.0,12.0,1.0,4.0,6.0,9,1.0,0,0,55-64,7-12,0.36247690835900787,False,Low,1076.0,0.48035714285714287,False
4248,Master,Single,98777.0,0,0,23,1000.0,19.0,687.0999999999995,168.04999999999973,126.0,38.0,0.0,4.0,6.0,9,1.0,0,0,55-64,7-12,0.8398373693230455,True,High,167.0,0.07455357142857143,True
7451,Master,Single,98777.0,0,0,23,1000.0,19.0,687.0999999999995,168.04999999999973,126.0,38.0,0.0,4.0,6.0,9,1.0,0,0,55-64,7-12,0.8398373693230455,True,High,168.0,0.075,True
10711,Graduation,Married,69755.0,0,0,23,217.0,77.0,373.0,111.0,23.0,93.0,1.0,3.0,6.0,12,1.0,0,0,65+,19-24,0.5691298568226963,True,Medium,584.0,0.26071428571428573,True
1592,Graduation,Married,90765.0,0,0,25,547.0,123.0,687.0999999999995,168.04999999999973,126.0,33.0,0.0,4.0,6.0,5,1.0,0,0,45-54,7-12,0.5453505086529533,False,Low,622.0,0.27767857142857144,True
1150,PhD,Married,83532.0,0,0,36,755.0,123.0,687.0999999999995,104.0,64.0,165.04999999999973,1.0,4.0,6.0,4,1.0,0,0,65+,13-18,0.8180079502414036,True,High,193.0,0.08616071428571428,True
11071,Graduation,Single,79607.0,0,0,37,450.0,123.0,687.0999999999995,168.04999999999973,0.0,165.04999999999973,1.0,3.0,6.0,6,1.0,1,0,25-34,19-24,0.8980617963688301,True,High,81.0,0.03616071428571429,True
4331,Master,Married,85738.0,0,0,41,913.0,26.0,376.0,17.0,26.0,13.0,1.0,3.0,6.0,11,1.0,0,0,35-44,7-12,0.4351252653941546,False,Low,864.0,0.38571428571428573,True
202,PhD,Widow,82032.0,0,0,54,332.0,123.0,377.0,168.04999999999973,126.0,57.0,0.0,4.0,6.0,7,1.0,0,0,65+,7-12,0.6066750340904576,True,Medium,516.0,0.23035714285714284,True
9589,PhD,Widow,82032.0,0,0,54,332.0,123.0,377.0,168.04999999999973,126.0,57.0,0.0,4.0,6.0,7,1.0,0,0,65+,7-12,0.6066750340904576,True,Medium,517.0,0.23080357142857144,True
10413,Graduation,Married,72570.0,0,0,67,274.0,123.0,216.0,168.04999999999973,126.0,165.04999999999973,1.0,4.0,6.0,12,1.0,0,0,25-34,7-12,0.2400214912349593,False,Low,1442.0,0.64375,False
10955,Graduation,Widow,85620.0,0,0,68,416.0,46.0,687.0999999999995,60.0,126.0,46.0,1.0,3.0,6.0,4,1.0,1,0,45-54,0-6,0.4472733282929628,False,Low,839.0,0.37455357142857143,True
6036,Master,Married,89120.0,0,0,78,1168.0,123.0,408.0,72.0,126.0,55.0,1.0,5.0,6.0,7,1.0,0,0,55-64,7-12,0.2744082732083513,False,Low,1339.0,0.5977678571428572,False
8015,PhD,Divorced,85696.0,0,0,88,714.0,76.0,395.0,116.0,0.0,12.0,1.0,4.0,6.0,9,1.0,1,0,45-54,19-24,0.5542141231292844,True,Medium,607.0,0.27098214285714284,True
1745,PhD,Divorced,85696.0,0,0,88,714.0,76.0,395.0,116.0,0.0,12.0,1.0,4.0,6.0,9,1.0,1,0,45-54,19-24,0.5542141231292844,True,Medium,608.0,0.2714285714285714,True
5558,PhD,Single,90933.0,0,0,90,1020.0,31.0,430.0,62.0,63.0,79.0,1.0,4.0,6.0,4,1.0,0,0,55-64,7-12,0.40680798994758594,False,Low,946.0,0.42232142857142857,False
2495,Master,Married,83891.0,0,1,24,217.0,38.0,350.0,111.0,126.0,15.0,1.0,4.0,7.0,10,1.0,0,0,35-44,0-6,0.42583126604501814,False,Low,890.0,0.39732142857142855,True
477,Graduation,Married,83512.0,0,0,31,1060.0,61.0,687.0999999999995,80.0,20.0,101.0,1.0,4.0,7.0,10,1.0,1,0,25-34,0-6,0.7671893936771954,True,High,271.0,0.12098214285714286,True
6421,Graduation,Married,88347.0,0,0,32,1050.0,123.0,555.0,77.0,126.0,118.0,1.0,4.0,7.0,9,1.0,0,0,45-54,19-24,0.785910111695622,True,High,238.0,0.10625,True
3334,Graduation,Married,94642.0,0,0,35,879.0,123.0,687.0999999999995,106.0,126.0,165.04999999999973,0.0,5.0,7.0,9,1.0,0,0,55-64,0-6,0.5798553291906109,True,Medium,565.0,0.25223214285714285,True
9206,Graduation,Married,77382.0,0,1,36,491.0,48.0,231.0,112.0,126.0,165.04999999999973,2.0,5.0,7.0,12,1.0,0,0,45-54,0-6,0.3455910853146241,False,Low,1126.0,0.5026785714285714,False
1340,Graduation,Married,92910.0,0,0,42,551.0,123.0,687.0999999999995,168.04999999999973,126.0,33.0,1.0,6.0,7.0,13,1.0,0,0,25-34,7-12,0.5752341579751805,True,Medium,572.0,0.25535714285714284,True
1225,Graduation,Married,80124.0,0,0,47,483.0,123.0,398.0,168.04999999999973,126.0,165.04999999999973,1.0,3.0,7.0,8,1.0,0,0,45-54,0-6,0.37318567828655164,False,Low,1032.0,0.4607142857142857,False
7059,Graduation,Married,80124.0,0,0,47,483.0,123.0,398.0,168.04999999999973,126.0,165.04999999999973,1.0,3.0,7.0,8,1.0,0,0,45-54,0-6,0.37318567828655164,False,Low,1033.0,0.4611607142857143,False
7428,Graduation,Married,80144.0,0,0,47,240.0,123.0,445.0,168.04999999999973,126.0,108.0,1.0,3.0,7.0,8,1.0,0,0,35-44,13-18,0.4489268336466685,False,Low,836.0,0.3732142857142857,True
1399,Graduation,Married,72905.0,0,0,52,407.0,123.0,445.0,168.04999999999973,126.0,165.04999999999973,1.0,3.0,7.0,9,1.0,0,0,55-64,7-12,0.24218012960956756,False,Low,1429.0,0.6379464285714286,False
9952,Master,Married,78093.0,0,0,53,368.0,32.0,687.0999999999995,13.0,43.0,10.0,1.0,4.0,7.0,5,1.0,0,0,65+,13-18,0.4588276249848937,False,Low,810.0,0.36160714285714285,True
7851,Graduation,Widow,70165.0,0,0,60,161.0,0.0,253.0,168.04999999999973,126.0,122.0,1.0,3.0,7.0,11,1.0,0,0,65+,13-18,0.49385108075558287,False,Low,738.0,0.3294642857142857,True
2004,Graduation,Single,72679.0,0,1,65,619.0,54.0,260.0,168.04999999999973,54.0,54.0,1.0,4.0,7.0,5,1.0,0,0,45-54,13-18,0.5173940017651265,False,Low,682.0,0.3044642857142857,True
6071,Graduation,Single,81217.0,0,0,77,493.0,70.0,324.0,168.04999999999973,40.0,84.0,1.0,3.0,7.0,11,1.0,0,0,25-34,13-18,0.5898590636084818,True,Medium,551.0,0.24598214285714284,True
295,Graduation,Single,81217.0,0,0,77,493.0,70.0,324.0,168.04999999999973,40.0,84.0,1.0,3.0,7.0,11,1.0,0,0,25-34,13-18,0.5898590636084818,True,Medium,552.0,0.24642857142857144,True
5538,Graduation,Divorced,83829.0,0,0,78,897.0,123.0,430.0,168.04999999999973,126.0,27.0,0.0,4.0,7.0,6,1.0,1,0,35-44,13-18,0.6125952501574279,True,Medium,510.0,0.22767857142857142,True
3910,Graduation,Divorced,83829.0,0,0,78,897.0,123.0,430.0,168.04999999999973,126.0,27.0,0.0,4.0,7.0,6,1.0,1,0,35-44,13-18,0.6125952501574279,True,Medium,511.0,0.228125,True
